category,title,rating,price,stock
Nonfiction,Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,4,25.15,In stock
Nonfiction,My Mother Was Nuts,4,31.63,In stock
Nonfiction,"Data, A Love Story: How I Gamed Online Dating to Meet My Match",3,32.35,In stock
Nonfiction,The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,3,38.71,In stock
Nonfiction,The Gunning of America: Business and the Making of American Gun Culture,4,16.81,In stock
Nonfiction,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,2,28.23,In stock
Nonfiction,God Is Not Great: How Religion Poisons Everything,1,27.80,In stock
Nonfiction,We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,3,31.95,In stock
Nonfiction,Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,3,50.66,Out of stock
Nonfiction,"Unstuffed: Decluttering Your Home, Mind, and Soul",1,58.09,Out of stock
Nonfiction,Under the Banner of Heaven: A Story of Violent Faith,1,30.00,In stock
Nonfiction,"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",1,53.51,In stock
Nonfiction,The Name of God is Mercy,2,37.25,In stock
Nonfiction,Stiff: The Curious Lives of Human Cadavers,3,36.74,In stock
Nonfiction,Spilled Milk: Based on a True Story,1,49.51,In stock
Nonfiction,"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",4,41.67,In stock
Nonfiction,Outliers: The Story of Success,1,14.16,In stock
Nonfiction,Notes from a Small Island (Notes From a Small Island #1),1,40.17,In stock
Nonfiction,Night (The Night Trilogy #1),1,13.51,In stock
Nonfiction,"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",1,57.83,In stock
Nonfiction,Letter to a Christian Nation,1,22.20,In stock
Nonfiction,Let's Pretend This Never Happened: A Mostly True Memoir,1,45.11,In stock
Nonfiction,It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,1,42.38,In stock
Nonfiction,Into the Wild,5,56.70,In stock
Nonfiction,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",3,28.85,In stock
Nonfiction,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,2,28.88,In stock
Nonfiction,Gratitude,5,26.66,In stock
Nonfiction,Disrupted: My Misadventure in the Start-Up Bubble,5,15.28,In stock
Nonfiction,Brave Enough,5,51.32,In stock
Nonfiction,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",2,27.35,In stock
Nonfiction,Blink: The Power of Thinking Without Thinking,5,21.74,In stock
Nonfiction,Black Flags: The Rise of ISIS,1,40.87,In stock
Nonfiction,Are We Smart Enough to Know How Smart Animals Are?,1,56.58,In stock
Nonfiction,A Walk in the Woods: Rediscovering America on the Appalachian Trail,4,30.48,In stock
Nonfiction,"The Suffragettes (Little Black Classics, #96)",2,11.89,In stock
Nonfiction,Kindle Paperwhite User's Guide,3,34.00,In stock
Nonfiction,H is for Hawk,5,57.42,In stock
Nonfiction,Travels with Charley: In Search of America,5,57.82,In stock
Nonfiction,The Tumor,5,41.56,Out of stock
Nonfiction,The End of the Jesus Era (An Investigation #1),1,14.40,In stock
Nonfiction,"Eat, Pray, Love",3,51.32,In stock
Music,Rip it Up and Start Again,5,35.02,In stock
Music,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",3,57.25,In stock
Music,How Music Works,2,37.32,In stock
Music,Love Is a Mix Tape (Music #1),1,18.03,In stock
Music,Please Kill Me: The Uncensored Oral History of Punk,4,31.19,In stock
Music,Kill 'Em and Leave: Searching for James Brown and the American Soul,5,45.05,In stock
Music,"Chronicles, Vol. 1",2,52.60,Out of stock
Music,This Is Your Brain on Music: The Science of a Human Obsession,1,38.40,In stock
Music,"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",3,12.36,Out of stock
Music,No One Here Gets Out Alive,5,20.02,In stock
Music,Life,5,31.58,In stock
Music,Old Records Never Die: One Man's Quest for His Vinyl and His Past,2,55.66,In stock
Music,Forever Rockers (The Rocker #12),3,28.80,In stock
Science Fiction,Mesaerion: The Best Science Fiction Stories 1800-1849,1,37.59,Out of stock
Science Fiction,Join,5,35.67,In stock
Science Fiction,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",4,43.30,In stock
Science Fiction,The Project,1,10.65,In stock
Science Fiction,Soft Apocalypse,2,26.12,In stock
Science Fiction,Sleeping Giants (Themis Files #1),1,48.74,In stock
Science Fiction,Arena,4,21.36,In stock
Science Fiction,Foundation (Foundation (Publication Order) #1),1,32.42,In stock
Science Fiction,The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),1,10.92,In stock
Science Fiction,Ready Player One,4,19.07,In stock
Science Fiction,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",2,33.26,In stock
Science Fiction,Dune (Dune #1),1,54.86,In stock
Science Fiction,Do Androids Dream of Electric Sheep? (Blade Runner #1),1,51.48,In stock
Science Fiction,Three Wishes (River of Time: California #1),2,44.18,In stock
Science Fiction,The Last Girl (The Dominion Trilogy #1),2,36.26,Out of stock
Science Fiction,Having the Barbarian's Baby (Ice Planet Barbarians #7.5),4,34.96,Out of stock
Sports and Games,The Book of Basketball: The NBA According to The Sports Guy,5,44.84,In stock
Sports and Games,"Friday Night Lights: A Town, a Team, and a Dream",3,51.22,In stock
Sports and Games,Sugar Rush (Offensive Line #2),1,24.42,Out of stock
Sports and Games,Settling the Score (The Summer Games #1),2,44.91,In stock
Sports and Games,Icing (Aces Hockey #2),4,40.44,Out of stock
Fantasy,Unicorn Tracks,3,18.78,In stock
Fantasy,"Saga, Volume 6 (Saga (Collected Editions) #6)",3,25.02,In stock
Fantasy,Princess Between Worlds (Wide-Awake Princess #5),5,13.34,In stock
Fantasy,Masks and Shadows,2,56.40,In stock
Fantasy,Crown of Midnight (Throne of Glass #2),3,43.29,In stock
Fantasy,"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",2,28.09,In stock
Fantasy,A Court of Thorns and Roses (A Court of Thorns and Roses #1),1,52.37,In stock
Fantasy,Throne of Glass (Throne of Glass #1),3,35.07,In stock
Fantasy,The Glittering Court (The Glittering Court #1),1,44.28,Out of stock
Fantasy,Hollow City (Miss Peregrine’s Peculiar Children #2),1,42.98,In stock
Fantasy,The Star-Touched Queen,5,46.02,Out of stock
Fantasy,The Hidden Oracle (The Trials of Apollo #1),2,52.26,In stock
Fantasy,The Bane Chronicles (The Bane Chronicles #1-11),4,44.73,Out of stock
Fantasy,Island of Dragons (Unwanteds #7),1,29.65,In stock
Fantasy,Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),5,37.51,In stock
Fantasy,City of Glass (The Mortal Instruments #3),4,56.02,In stock
Fantasy,Searching for Meaning in Gailana,1,38.73,Out of stock
Fantasy,The Star-Touched Queen,5,32.30,In stock
Fantasy,A Shard of Ice (The Black Symphony Saga #1),3,56.63,In stock
Fantasy,King's Folly (The Kinsman Chronicles #1),5,39.61,In stock
Fantasy,Every Heart a Doorway (Every Heart A Doorway #1),5,12.16,In stock
Fantasy,A Gathering of Shadows (Shades of Magic #2),4,44.81,In stock
Fantasy,The Raven Boys (The Raven Cycle #1),4,57.74,In stock
Fantasy,The False Prince (The Ascendance Trilogy #1),5,56.00,In stock
Fantasy,Tell the Wind and Fire,3,45.51,In stock
Fantasy,A Feast for Crows (A Song of Ice and Fire #4),4,17.21,In stock
Fantasy,The Demonists (Demonist #1),2,52.11,In stock
Fantasy,The Beast (Black Dagger Brotherhood #14),5,46.08,In stock
Fantasy,Paper and Fire (The Great Library #2),5,49.45,In stock
Fantasy,Harry Potter and the Order of the Phoenix (Harry Potter #5),4,31.63,Out of stock
Fantasy,Harry Potter and the Half-Blood Prince (Harry Potter #6),5,48.75,Out of stock
Fantasy,Harry Potter and the Chamber of Secrets (Harry Potter #2),1,14.74,In stock
Fantasy,The Rose & the Dagger (The Wrath and the Dawn #2),4,58.64,In stock
Fantasy,Soldier (Talon #3),2,24.72,In stock
Fantasy,Midnight Riot (Peter Grant/ Rivers of London - books #1),2,55.46,In stock
Fantasy,Heir to the Sky,4,44.07,In stock
Fantasy,Eragon (The Inheritance Cycle #1),3,43.87,In stock
Fantasy,Darkfever (Fever #1),1,56.02,In stock
Fantasy,Ash,4,22.06,In stock
Fantasy,A Storm of Swords (A Song of Ice and Fire #3),2,31.22,In stock
Fantasy,Vampire Girl (Vampire Girl #1),2,53.82,Out of stock
Fantasy,The Silent Twin (Detective Jennifer Knight #3),3,36.25,Out of stock
Fantasy,The Mirror & the Maze (The Wrath and the Dawn #1.5),1,29.38,Out of stock
Fantasy,Sister Sable (The Mad Queen #1),3,13.33,Out of stock
Fantasy,Shadow Rites (Jane Yellowrock #10),4,21.72,Out of stock
Fantasy,Origins (Alphas 0.5),1,28.99,In stock
Fantasy,One Second (Seven #7),2,52.94,In stock
Fantasy,Myriad (Prentor #1),4,58.75,In stock
New Adult,Without Borders (Wanderlove #1),2,45.07,In stock
New Adult,The Mistake (Off-Campus #2),3,43.29,In stock
New Adult,The Matchmaker's Playbook (Wingmen Inc. #1),1,55.85,In stock
New Adult,The Hook Up (Game On #1),5,36.29,In stock
New Adult,Shameless,3,58.35,In stock
New Adult,Off Sides (Off #1),5,39.45,In stock
Young Adult,The Requiem Red,1,22.65,In stock
Young Adult,Set Me Free,5,17.46,In stock
Young Adult,The Natural History of Us (The Fine Art of Pretending #2),3,45.22,Out of stock
Young Adult,Obsidian (Lux #1),2,14.86,In stock
Young Adult,Burning,3,28.81,In stock
Young Adult,A Fierce and Subtle Poison,4,28.13,In stock
Young Adult,Scarlett Epstein Hates It Here,5,43.55,In stock
Young Adult,"Nightingale, Sing",1,38.28,Out of stock
Young Adult,Library of Souls (Miss Peregrine’s Peculiar Children #3),5,48.56,In stock
Young Adult,Frostbite (Vampire Academy #2),5,29.99,In stock
Young Adult,Wild Swans,2,14.36,In stock
Young Adult,Until Friday Night (The Field Party #1),2,46.31,In stock
Young Adult,This Is Where It Ends,2,27.12,In stock
Young Adult,The Darkest Lie,5,35.35,In stock
Young Adult,My Kind of Crazy,1,40.36,In stock
Young Adult,Don't Get Caught,1,55.35,In stock
Young Adult,Catching Jordan (Hundred Oaks),3,50.83,In stock
Young Adult,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),4,58.14,In stock
Young Adult,The Epidemic (The Program 0.6),5,14.44,Out of stock
Young Adult,Stars Above (The Lunar Chronicles #4.5),2,48.05,In stock
Young Adult,No Love Allowed (Dodge Cove #1),4,54.65,In stock
Young Adult,"Exit, Pursued by a Bear",4,51.34,In stock
Young Adult,The Alien Club,1,54.40,In stock
Young Adult,Don't Forget Steven,1,33.23,In stock
Young Adult,South of Sunshine,1,28.93,In stock
Young Adult,My Life Next Door (My Life Next Door ),5,36.39,In stock
Young Adult,Future Shock (Future Shock #1),5,55.65,In stock
Young Adult,Nightstruck: A Novel,4,50.35,Out of stock
Young Adult,Tell the Wolves I'm Home,2,50.96,In stock
Young Adult,"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",4,47.31,In stock
Young Adult,Where She Went (If I Stay #2),4,41.73,In stock
Young Adult,Two Summers,1,14.64,In stock
Young Adult,The Darkest Corners,5,11.33,Out of stock
Young Adult,Tell Me Three Things,1,41.81,In stock
Young Adult,Lola and the Boy Next Door (Anna and the French Kiss #2),4,23.63,In stock
Young Adult,Kill the Boy Band,5,15.52,In stock
Young Adult,Isla and the Happily Ever After (Anna and the French Kiss #3),5,48.13,In stock
Young Adult,An Abundance of Katherines,5,10.00,In stock
Young Adult,Harry Potter and the Prisoner of Azkaban (Harry Potter #3),4,24.17,In stock
Young Adult,Walk the Edge (Thunder Road #2),3,32.36,In stock
Young Adult,Two Boys Kissing,2,32.74,In stock
Young Adult,The New Guy (and Other Senior Year Distractions),3,44.92,In stock
Young Adult,"The Land of 10,000 Madonnas",4,29.64,In stock
Young Adult,Scarlet (The Lunar Chronicles #2),4,14.57,In stock
Young Adult,Legend (Legend #1),4,43.69,In stock
Young Adult,Lady Renegades (Rebel Belle #3),5,53.04,In stock
Young Adult,Golden (Heart of Dread #3),4,42.21,In stock
Young Adult,Cinder (The Lunar Chronicles #1),1,26.09,In stock
Young Adult,Boy Meets Boy,3,21.12,In stock
Young Adult,Annie on My Mind,5,36.83,In stock
Young Adult,New Moon (Twilight #2),4,12.86,In stock
Young Adult,Girl Online On Tour (Girl Online #2),1,53.47,Out of stock
Young Adult,The Haters,5,27.89,In stock
Young Adult,The Art of Not Breathing,4,40.83,In stock
Science,The Most Perfect Thing: Inside (and Outside) a Bird's Egg,4,42.96,In stock
Science,Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,5,57.36,In stock
Science,Sorting the Beef from the Bull: The Science of Food Fraud Forensics,4,44.74,Out of stock
Science,Tipping Point for Planet Earth: How Close Are We to the Edge?,1,37.55,Out of stock
Science,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",1,55.91,Out of stock
Science,Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,1,28.41,In stock
Science,The Origin of Species,4,10.01,In stock
Science,The Grand Design,3,13.76,In stock
Science,Peak: Secrets from the New Science of Expertise,2,16.28,Out of stock
Science,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",4,13.03,In stock
Science,"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",5,57.35,In stock
Science,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",2,25.83,In stock
Science,Seven Brief Lessons on Physics,4,30.60,In stock
Science,The Selfish Gene,1,29.45,In stock
Poetry,A Light in the Attic,3,51.77,In stock
Poetry,The Black Maria,1,52.15,In stock
Poetry,Shakespeare's Sonnets,4,20.66,Out of stock
Poetry,Olio,1,23.88,In stock
Poetry,You can't bury them all: Poems,2,33.63,In stock
Poetry,Slow States of Collapse: Poems,3,57.31,In stock
Poetry,Untitled Collection: Sabbath Poems 2014,4,14.27,In stock
Poetry,Poems That Make Grown Women Cry,4,14.19,In stock
Poetry,Night Sky with Exit Wounds,1,41.05,In stock
Poetry,salt.,4,46.78,In stock
Poetry,"Quarter Life Poetry: Poems for the Young, Broke and Hangry",5,50.89,In stock
Poetry,Out of Print: City Lights Spotlight No. 14,5,53.64,In stock
Poetry,Les Fleurs du Mal,5,29.04,In stock
Poetry,Howl and Other Poems,2,40.45,In stock
Poetry,Leave This Song Behind: Teen Poetry at Its Best,5,51.17,In stock
Poetry,The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),5,15.42,Out of stock
Poetry,The Crossover,4,38.77,Out of stock
Poetry,Booked,5,17.49,In stock
Poetry,Twenty Love Poems and a Song of Despair,4,30.95,In stock
Paranormal,"Vampire Knight, Vol. 1 (Vampire Knight #1)",1,15.40,In stock
Art,Wall and Piece,4,44.18,Out of stock
Art,Feathers: Displays of Brilliant Plumage,3,49.05,In stock
Art,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,4,48.63,Out of stock
Art,The New Drawing on the Right Side of the Brain,3,43.02,In stock
Art,History of Beauty,4,10.29,Out of stock
Art,The Story of Art,4,41.14,In stock
Art,The Art Book,2,32.34,In stock
Art,Ways of Seeing,5,39.51,In stock
Psychology,The Lucifer Effect: Understanding How Good People Turn Evil,1,10.40,Out of stock
Psychology,The Golden Condom: And Other Essays on Love Lost and Found,1,39.43,In stock
Psychology,It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,3,56.27,In stock
Psychology,An Unquiet Mind: A Memoir of Moods and Madness,3,21.30,In stock
Psychology,"Thinking, Fast and Slow",1,21.14,Out of stock
Psychology,Civilization and Its Discontents,2,59.95,In stock
Psychology,8 Keys to Mental Health Through Exercise,1,31.04,Out of stock
Autobiography,The Argonauts,2,10.93,In stock
Autobiography,M Train,1,27.18,In stock
Autobiography,Lab Girl,1,40.85,Out of stock
Autobiography,Approval Junkie: Adventures in Caring Too Much,5,58.81,In stock
Autobiography,Running with Scissors,4,12.91,In stock
Autobiography,Me Talk Pretty One Day,2,57.60,In stock
Autobiography,Lust & Wonder,2,11.87,Out of stock
Autobiography,Life Without a Recipe,5,59.04,In stock
Autobiography,A Heartbreaking Work of Staggering Genius,5,54.29,In stock
Parenting,Catastrophic Happiness: Finding Joy in Childhood's Messy Years,2,37.35,In stock
Adult Fiction,Fifty Shades Freed (Fifty Shades #3),5,15.36,In stock
Humor,The Long Haul (Diary of a Wimpy Kid #9),1,44.07,In stock
Humor,Old School (Diary of a Wimpy Kid #10),5,11.83,In stock
Humor,I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,4,25.98,In stock
Humor,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",5,14.75,In stock
Humor,Dress Your Family in Corduroy and Denim,3,43.68,In stock
Humor,Toddlers Are A**holes: It's Not Your Fault,1,25.55,In stock
Humor,When You Are Engulfed in Flames,5,30.89,Out of stock
Humor,Naked,3,31.69,In stock
Humor,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",5,55.50,In stock
Humor,Holidays on Ice,2,51.07,In stock
Horror,Security,2,39.25,Out of stock
Horror,Follow You Home,1,21.36,Out of stock
Horror,The Loney,1,23.40,In stock
Horror,Pet Sematary,3,10.56,In stock
Horror,Doctor Sleep (The Shining #2),2,40.12,Out of stock
Horror,Psycho: Sanitarium (Psycho #1.5),5,36.97,In stock
Horror,Can You Keep a Secret? (Fear Street Relaunch #4),1,48.64,In stock
Horror,Red Dragon (Hannibal Lecter #1),3,23.37,In stock
Horror,Dracula the Un-Dead,5,35.63,Out of stock
Horror,Night Shift (Night Shift #1-20),4,12.75,Out of stock
Horror,Needful Things,4,47.51,In stock
Horror,Misery,2,34.79,In stock
Horror,It,3,25.01,In stock
Horror,'Salem's Lot,4,49.56,In stock
Horror,The Stand,2,57.86,In stock
Horror,The Girl with All the Gifts,3,49.47,In stock
Horror,House of Leaves,1,54.89,In stock
History,Sapiens: A Brief History of Humankind,5,54.23,In stock
History,"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",1,25.52,In stock
History,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,1,19.73,In stock
History,"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",2,36.28,In stock
History,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,1,59.64,In stock
History,Zealot: The Life and Times of Jesus of Nazareth,3,24.70,In stock
History,A Distant Mirror: The Calamitous 14th Century,3,14.58,In stock
History,1491: New Revelations of the Americas Before Columbus,3,21.80,In stock
History,Brilliant Beacons: A History of the American Lighthouse,3,11.45,In stock
History,"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",5,44.48,Out of stock
History,A Short History of Nearly Everything,5,52.40,In stock
History,The Rise and Fall of the Third Reich: A History of Nazi Germany,2,39.67,In stock
History,Catherine the Great: Portrait of a Woman,4,58.55,In stock
History,The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,5,42.91,Out of stock
History,The Hiding Place,4,55.91,In stock
History,America's War for the Greater Middle East: A Military History,2,51.22,In stock
History,The Guns of August,2,14.54,Out of stock
History,"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",2,43.70,In stock
Food and Drink,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",3,30.52,In stock
Food and Drink,"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",1,56.41,Out of stock
Food and Drink,My Paris Kitchen: Recipes and Stories,2,33.37,In stock
Food and Drink,"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",4,14.02,In stock
Food and Drink,"Layered: Baking, Building, and Styling Spectacular Cakes",1,40.11,Out of stock
Food and Drink,The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,5,37.34,In stock
Food and Drink,The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,2,37.60,In stock
Food and Drink,The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,1,41.25,In stock
Food and Drink,"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",3,42.16,In stock
Food and Drink,The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,3,28.77,In stock
Food and Drink,"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",1,19.55,In stock
Food and Drink,Barefoot Contessa Back to Basics,1,28.01,In stock
Food and Drink,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,5,50.62,In stock
Food and Drink,My Kitchen Year: 136 Recipes That Saved My Life,2,11.53,Out of stock
Food and Drink,Everyday Italian: 125 Simple and Delicious Recipes,5,20.10,In stock
Food and Drink,"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",1,38.77,In stock
Food and Drink,Cravings: Recipes for What You Want to Eat,3,20.50,In stock
Food and Drink,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",4,12.34,Out of stock
Food and Drink,32 Yolks,2,53.63,In stock
Food and Drink,"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",5,11.38,Out of stock
Food and Drink,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),4,46.01,In stock
Food and Drink,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,2,28.25,In stock
Food and Drink,The Barefoot Contessa Cookbook,5,59.92,In stock
Food and Drink,Better Homes and Gardens New Cook Book,3,39.61,In stock
Food and Drink,The Power Greens Cookbook: 140 Delicious Superfood Recipes,5,11.05,In stock
Food and Drink,Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,5,24.91,In stock
Food and Drink,Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,2,13.66,In stock
Food and Drink,The Smitten Kitchen Cookbook,1,23.59,In stock
Food and Drink,"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",3,34.32,In stock
Food and Drink,Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,3,33.14,In stock
Christian Fiction,Redeeming Love,5,20.47,In stock
Christian Fiction,Close to You,4,49.46,In stock
Christian Fiction,Shadows of the Past (Logan Point #1),5,39.67,In stock
Christian Fiction,Like Never Before (Walker Family #2),2,28.77,In stock
Christian Fiction,Counted With the Stars (Out from Egypt #1),5,17.97,In stock
Christian Fiction,If I Run (If I Run #1),4,49.97,In stock
Business,The Dirty Little Secrets of Getting Your Dream Job,4,33.34,In stock
Business,The Third Wave: An Entrepreneur’s Vision of the Future,5,12.61,In stock
Business,The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,3,27.55,In stock
Business,Shoe Dog: A Memoir by the Creator of NIKE,2,23.99,In stock
Business,Made to Stick: Why Some Ideas Survive and Others Die,5,38.85,In stock
Business,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,1,43.14,In stock
Business,The Art of Startup Fundraising,3,21.00,In stock
Business,Born for This: How to Find the Work You Were Meant to Do,5,21.59,In stock
Business,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,1,36.91,In stock
Business,"Rich Dad, Poor Dad",1,51.74,In stock
Business,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,3,33.92,Out of stock
Business,Rework,2,44.88,In stock
Biography,Louisa: The Extraordinary Life of Mrs. Adams,2,16.85,Out of stock
Biography,"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",2,21.15,In stock
Biography,The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,1,39.55,In stock
Biography,Benjamin Franklin: An American Life,3,48.19,In stock
Biography,The Rise of Theodore Roosevelt (Theodore Roosevelt #1),3,42.57,In stock
Thriller,In Her Wake,1,12.84,Out of stock
Thriller,The Elephant Tree,5,23.82,In stock
Thriller,Behind Closed Doors,4,52.22,Out of stock
Thriller,You (You #1),5,43.61,In stock
Thriller,The Guilty (Will Robie #4),2,13.82,In stock
Thriller,The 14th Colony (Cotton Malone #11),1,39.24,In stock
Thriller,Give It Back,2,18.32,Out of stock
Thriller,Killing Floor (Jack Reacher #1),4,31.49,In stock
Thriller,The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),3,59.71,In stock
Thriller,Far From True (Promise Falls Trilogy #2),2,34.93,Out of stock
Thriller,The Travelers,1,15.77,In stock
Contemporary,When We Collided,1,31.77,In stock
Contemporary,Someone Like You (The Harrisons #2),5,52.79,Out of stock
Contemporary,We Are All Completely Beside Ourselves,1,24.04,In stock
Spirituality,The Four Agreements: A Practical Guide to Personal Freedom,5,17.66,In stock
Spirituality,The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,5,32.24,In stock
Spirituality,Chasing Heaven: What Dying Taught Me About Living,2,37.80,In stock
Spirituality,If I Gave You God's Phone Number....: Searching for Spirituality in America,1,20.91,In stock
Spirituality,Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,2,46.33,In stock
Spirituality,A New Earth: Awakening to Your Life's Purpose,5,55.65,In stock
Academic,Logan Kade (Fallen Crest High #5.5),2,13.12,In stock
Self Help,Online Marketing for Busy Authors: A Step-By-Step Guide,1,46.35,In stock
Self Help,How to Be Miserable: 40 Strategies You Already Use,1,46.03,In stock
Self Help,"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",3,52.15,In stock
Self Help,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,3,12.08,In stock
Self Help,How to Stop Worrying and Start Living,5,46.49,In stock
Historical,All the Light We Cannot See,5,29.87,In stock
Historical,The Girl You Left Behind (The Girl You Left Behind #1),1,15.79,In stock
Christian,(Un)Qualified: How God Uses Broken People to Do Big Things,5,54.00,In stock
Christian,Crazy Love: Overwhelmed by a Relentless God,2,47.72,In stock
Christian,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,1,25.77,Out of stock
Suspense,Silence in the Dark (Logan Point #4),3,58.33,In stock
Short Stories,The Grownup,1,35.88,In stock
Novels,Suzie Snowflake: One beautiful flake (a self-esteem story),5,54.81,In stock
Health,"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",3,49.05,In stock
Health,"Eat Fat, Get Thin",2,54.07,In stock
Health,10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,5,49.71,In stock
Health,The Art and Science of Low Carbohydrate Living,5,52.98,In stock
Politics,Libertarianism for Beginners,2,51.33,In stock
Politics,Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,4,52.65,Out of stock
Politics,Equal Is Unfair: America's Misguided Fight Against Income Inequality,1,56.86,Out of stock
Cultural,Amid the Chaos,1,36.58,In stock
Erotica,Dark Notes,5,19.19,In stock
Crime,The Long Shadow of Small Ghosts: Murder and Memory in an American City,1,10.97,In stock
